"Jahr","Gemeinde_Nr","Gemeinde","Abfallart","Wert","Einheit"
2002,7,"Knonau","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,7,"Knonau","Glas",38,"Tonnen"
2002,7,"Knonau","Metalle",13,"Tonnen"
2002,7,"Knonau","Altöl",0,"Tonnen"
2002,7,"Knonau","Grubengut",13,"Tonnen"
2001,7,"Knonau","Brennbare Abfälle und Sperrgut",230,"Tonnen"
2001,7,"Knonau","Biogene Abfälle",260,"Tonnen"
2001,7,"Knonau","Papier",109,"Tonnen"
2001,7,"Knonau","Karton",32,"Tonnen"
2001,7,"Knonau","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,7,"Knonau","Glas",48,"Tonnen"
2001,7,"Knonau","Metalle",67,"Tonnen"
2001,7,"Knonau","Altöl",0,"Tonnen"
2001,7,"Knonau","Grubengut",62,"Tonnen"
2000,7,"Knonau","Brennbare Abfälle und Sperrgut",230,"Tonnen"
2000,7,"Knonau","Biogene Abfälle",231,"Tonnen"
2000,7,"Knonau","Papier",112,"Tonnen"
2000,7,"Knonau","Karton",23,"Tonnen"
2000,7,"Knonau","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,7,"Knonau","Glas",39,"Tonnen"
2000,7,"Knonau","Metalle",34,"Tonnen"
2000,7,"Knonau","Altöl",0,"Tonnen"
2000,7,"Knonau","Grubengut",42,"Tonnen"
2021,8,"Maschwanden","Brennbare Abfälle und Sperrgut",112,"Tonnen"
2021,8,"Maschwanden","Biogene Abfälle",113,"Tonnen"
2021,8,"Maschwanden","Papier",12,"Tonnen"
2021,8,"Maschwanden","Karton",6,"Tonnen"
2021,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2021,8,"Maschwanden","Glas",20,"Tonnen"
2021,8,"Maschwanden","Metalle",1,"Tonnen"
2021,8,"Maschwanden","Textilien",3,"Tonnen"
2021,8,"Maschwanden","Kunststoffe",NA,"Tonnen"
2021,8,"Maschwanden","Altöl",NA,"Tonnen"
2021,8,"Maschwanden","Strassenwischgut",NA,"Tonnen"
2021,8,"Maschwanden","Strassensammlerschlämme",NA,"Tonnen"
2021,8,"Maschwanden","Grubengut",NA,"Tonnen"
2020,8,"Maschwanden","Brennbare Abfälle und Sperrgut",106,"Tonnen"
2020,8,"Maschwanden","Biogene Abfälle",117,"Tonnen"
2020,8,"Maschwanden","Papier",14,"Tonnen"
2020,8,"Maschwanden","Karton",5,"Tonnen"
2020,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2020,8,"Maschwanden","Glas",19,"Tonnen"
2020,8,"Maschwanden","Metalle",1,"Tonnen"
2020,8,"Maschwanden","Textilien",4,"Tonnen"
2020,8,"Maschwanden","Kunststoffe",NA,"Tonnen"
2020,8,"Maschwanden","Altöl",NA,"Tonnen"
2020,8,"Maschwanden","Strassenwischgut",NA,"Tonnen"
2020,8,"Maschwanden","Strassensammlerschlämme",NA,"Tonnen"
2020,8,"Maschwanden","Grubengut",NA,"Tonnen"
2019,8,"Maschwanden","Brennbare Abfälle und Sperrgut",104,"Tonnen"
2019,8,"Maschwanden","Biogene Abfälle",97,"Tonnen"
2019,8,"Maschwanden","Papier",15,"Tonnen"
2019,8,"Maschwanden","Karton",5,"Tonnen"
2019,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2019,8,"Maschwanden","Glas",18,"Tonnen"
2019,8,"Maschwanden","Metalle",1,"Tonnen"
2019,8,"Maschwanden","Textilien",4,"Tonnen"
2019,8,"Maschwanden","Kunststoffe",NA,"Tonnen"
2019,8,"Maschwanden","Altöl",NA,"Tonnen"
2019,8,"Maschwanden","Strassenwischgut",NA,"Tonnen"
2019,8,"Maschwanden","Strassensammlerschlämme",NA,"Tonnen"
2019,8,"Maschwanden","Grubengut",NA,"Tonnen"
2018,8,"Maschwanden","Brennbare Abfälle und Sperrgut",112,"Tonnen"
2018,8,"Maschwanden","Biogene Abfälle",102,"Tonnen"
2018,8,"Maschwanden","Papier",17,"Tonnen"
2018,8,"Maschwanden","Karton",5,"Tonnen"
2018,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2018,8,"Maschwanden","Glas",16,"Tonnen"
2018,8,"Maschwanden","Metalle",1,"Tonnen"
2018,8,"Maschwanden","Textilien",3,"Tonnen"
2018,8,"Maschwanden","Kunststoffe",NA,"Tonnen"
2018,8,"Maschwanden","Altöl",NA,"Tonnen"
2018,8,"Maschwanden","Strassenwischgut",12,"Tonnen"
2018,8,"Maschwanden","Strassensammlerschlämme",NA,"Tonnen"
2018,8,"Maschwanden","Grubengut",NA,"Tonnen"
2017,8,"Maschwanden","Brennbare Abfälle und Sperrgut",123,"Tonnen"
2017,8,"Maschwanden","Biogene Abfälle",111,"Tonnen"
2017,8,"Maschwanden","Papier",18,"Tonnen"
2017,8,"Maschwanden","Karton",5,"Tonnen"
2017,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,8,"Maschwanden","Glas",13,"Tonnen"
2017,8,"Maschwanden","Metalle",0,"Tonnen"
2017,8,"Maschwanden","Altöl",0,"Tonnen"
2017,8,"Maschwanden","Grubengut",0,"Tonnen"
2016,8,"Maschwanden","Brennbare Abfälle und Sperrgut",117,"Tonnen"
2016,8,"Maschwanden","Biogene Abfälle",115,"Tonnen"
2016,8,"Maschwanden","Papier",20,"Tonnen"
2016,8,"Maschwanden","Karton",6,"Tonnen"
2016,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,8,"Maschwanden","Glas",13,"Tonnen"
2016,8,"Maschwanden","Metalle",1,"Tonnen"
2016,8,"Maschwanden","Altöl",0,"Tonnen"
2016,8,"Maschwanden","Grubengut",0,"Tonnen"
2015,8,"Maschwanden","Brennbare Abfälle und Sperrgut",122,"Tonnen"
2015,8,"Maschwanden","Biogene Abfälle",99,"Tonnen"
2015,8,"Maschwanden","Papier",21,"Tonnen"
2015,8,"Maschwanden","Karton",5,"Tonnen"
2015,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,8,"Maschwanden","Glas",10,"Tonnen"
2015,8,"Maschwanden","Metalle",3,"Tonnen"
2015,8,"Maschwanden","Altöl",0,"Tonnen"
2015,8,"Maschwanden","Grubengut",0,"Tonnen"
2014,8,"Maschwanden","Brennbare Abfälle und Sperrgut",120,"Tonnen"
2014,8,"Maschwanden","Biogene Abfälle",104,"Tonnen"
2014,8,"Maschwanden","Papier",23,"Tonnen"
2014,8,"Maschwanden","Karton",6,"Tonnen"
2014,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,8,"Maschwanden","Glas",13,"Tonnen"
2014,8,"Maschwanden","Metalle",2,"Tonnen"
2014,8,"Maschwanden","Altöl",0,"Tonnen"
2014,8,"Maschwanden","Grubengut",0,"Tonnen"
2013,8,"Maschwanden","Brennbare Abfälle und Sperrgut",122,"Tonnen"
2013,8,"Maschwanden","Biogene Abfälle",92,"Tonnen"
2013,8,"Maschwanden","Papier",23,"Tonnen"
2013,8,"Maschwanden","Karton",5,"Tonnen"
2013,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,8,"Maschwanden","Glas",13,"Tonnen"
2013,8,"Maschwanden","Metalle",2,"Tonnen"
2013,8,"Maschwanden","Altöl",0,"Tonnen"
2013,8,"Maschwanden","Grubengut",0,"Tonnen"
2012,8,"Maschwanden","Brennbare Abfälle und Sperrgut",124,"Tonnen"
2012,8,"Maschwanden","Biogene Abfälle",83,"Tonnen"
2012,8,"Maschwanden","Papier",25,"Tonnen"
2012,8,"Maschwanden","Karton",6,"Tonnen"
2012,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,8,"Maschwanden","Glas",11,"Tonnen"
2012,8,"Maschwanden","Metalle",2,"Tonnen"
2012,8,"Maschwanden","Altöl",0,"Tonnen"
2012,8,"Maschwanden","Grubengut",0,"Tonnen"
2011,8,"Maschwanden","Brennbare Abfälle und Sperrgut",119,"Tonnen"
2011,8,"Maschwanden","Biogene Abfälle",75,"Tonnen"
2011,8,"Maschwanden","Papier",26,"Tonnen"
2011,8,"Maschwanden","Karton",6,"Tonnen"
2011,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,8,"Maschwanden","Glas",16,"Tonnen"
2011,8,"Maschwanden","Metalle",2,"Tonnen"
2011,8,"Maschwanden","Altöl",0,"Tonnen"
2011,8,"Maschwanden","Grubengut",0,"Tonnen"
2010,8,"Maschwanden","Brennbare Abfälle und Sperrgut",114,"Tonnen"
2010,8,"Maschwanden","Biogene Abfälle",78,"Tonnen"
2010,8,"Maschwanden","Papier",26,"Tonnen"
2010,8,"Maschwanden","Karton",4,"Tonnen"
2010,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,8,"Maschwanden","Glas",11,"Tonnen"
2010,8,"Maschwanden","Metalle",2,"Tonnen"
2010,8,"Maschwanden","Altöl",0,"Tonnen"
2010,8,"Maschwanden","Grubengut",0,"Tonnen"
2009,8,"Maschwanden","Brennbare Abfälle und Sperrgut",107,"Tonnen"
2009,8,"Maschwanden","Biogene Abfälle",70,"Tonnen"
2009,8,"Maschwanden","Papier",25,"Tonnen"
2009,8,"Maschwanden","Karton",5,"Tonnen"
2009,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2009,8,"Maschwanden","Glas",14,"Tonnen"
2009,8,"Maschwanden","Metalle",2,"Tonnen"
2009,8,"Maschwanden","Altöl",0,"Tonnen"
2009,8,"Maschwanden","Grubengut",0,"Tonnen"
2008,8,"Maschwanden","Brennbare Abfälle und Sperrgut",107,"Tonnen"
2008,8,"Maschwanden","Biogene Abfälle",51,"Tonnen"
2008,8,"Maschwanden","Papier",28,"Tonnen"
2008,8,"Maschwanden","Karton",3,"Tonnen"
2008,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,8,"Maschwanden","Glas",13,"Tonnen"
2008,8,"Maschwanden","Metalle",2,"Tonnen"
2008,8,"Maschwanden","Altöl",0,"Tonnen"
2008,8,"Maschwanden","Grubengut",0,"Tonnen"
2007,8,"Maschwanden","Brennbare Abfälle und Sperrgut",111,"Tonnen"
2007,8,"Maschwanden","Biogene Abfälle",58,"Tonnen"
2007,8,"Maschwanden","Papier",28,"Tonnen"
2007,8,"Maschwanden","Karton",5,"Tonnen"
2007,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,8,"Maschwanden","Glas",13,"Tonnen"
2007,8,"Maschwanden","Metalle",4,"Tonnen"
2007,8,"Maschwanden","Altöl",0,"Tonnen"
2007,8,"Maschwanden","Grubengut",0,"Tonnen"
2006,8,"Maschwanden","Brennbare Abfälle und Sperrgut",107,"Tonnen"
2006,8,"Maschwanden","Biogene Abfälle",44,"Tonnen"
2006,8,"Maschwanden","Papier",35,"Tonnen"
2006,8,"Maschwanden","Karton",5,"Tonnen"
2006,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,8,"Maschwanden","Glas",18,"Tonnen"
2006,8,"Maschwanden","Metalle",2,"Tonnen"
2006,8,"Maschwanden","Altöl",0,"Tonnen"
2006,8,"Maschwanden","Grubengut",0,"Tonnen"
2005,8,"Maschwanden","Brennbare Abfälle und Sperrgut",96,"Tonnen"
2005,8,"Maschwanden","Biogene Abfälle",8,"Tonnen"
2005,8,"Maschwanden","Papier",34,"Tonnen"
2005,8,"Maschwanden","Karton",5,"Tonnen"
2005,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,8,"Maschwanden","Glas",3,"Tonnen"
2005,8,"Maschwanden","Metalle",1,"Tonnen"
2005,8,"Maschwanden","Altöl",0,"Tonnen"
2005,8,"Maschwanden","Grubengut",0,"Tonnen"
2004,8,"Maschwanden","Brennbare Abfälle und Sperrgut",90,"Tonnen"
2004,8,"Maschwanden","Biogene Abfälle",0,"Tonnen"
2004,8,"Maschwanden","Papier",30,"Tonnen"
2004,8,"Maschwanden","Karton",4,"Tonnen"
2004,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,8,"Maschwanden","Glas",3,"Tonnen"
2004,8,"Maschwanden","Metalle",1,"Tonnen"
2004,8,"Maschwanden","Altöl",0,"Tonnen"
2004,8,"Maschwanden","Grubengut",0,"Tonnen"
2003,8,"Maschwanden","Brennbare Abfälle und Sperrgut",89,"Tonnen"
2003,8,"Maschwanden","Biogene Abfälle",0,"Tonnen"
2003,8,"Maschwanden","Papier",31,"Tonnen"
2003,8,"Maschwanden","Karton",3,"Tonnen"
2003,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,8,"Maschwanden","Glas",3,"Tonnen"
2003,8,"Maschwanden","Metalle",1,"Tonnen"
2003,8,"Maschwanden","Altöl",0,"Tonnen"
2003,8,"Maschwanden","Grubengut",0,"Tonnen"
2002,8,"Maschwanden","Brennbare Abfälle und Sperrgut",66,"Tonnen"
2002,8,"Maschwanden","Biogene Abfälle",0,"Tonnen"
2002,8,"Maschwanden","Papier",34,"Tonnen"
2002,8,"Maschwanden","Karton",4,"Tonnen"
2002,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,8,"Maschwanden","Glas",3,"Tonnen"
2002,8,"Maschwanden","Metalle",1,"Tonnen"
2002,8,"Maschwanden","Altöl",0,"Tonnen"
2002,8,"Maschwanden","Grubengut",0,"Tonnen"
2001,8,"Maschwanden","Brennbare Abfälle und Sperrgut",63,"Tonnen"
2001,8,"Maschwanden","Biogene Abfälle",0,"Tonnen"
2001,8,"Maschwanden","Papier",33,"Tonnen"
2001,8,"Maschwanden","Karton",5,"Tonnen"
2001,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,8,"Maschwanden","Glas",4,"Tonnen"
2001,8,"Maschwanden","Metalle",1,"Tonnen"
2001,8,"Maschwanden","Altöl",0,"Tonnen"
2001,8,"Maschwanden","Grubengut",0,"Tonnen"
2000,8,"Maschwanden","Brennbare Abfälle und Sperrgut",58,"Tonnen"
2000,8,"Maschwanden","Biogene Abfälle",0,"Tonnen"
2000,8,"Maschwanden","Papier",36,"Tonnen"
2000,8,"Maschwanden","Karton",1,"Tonnen"
2000,8,"Maschwanden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,8,"Maschwanden","Glas",3,"Tonnen"
2000,8,"Maschwanden","Metalle",1,"Tonnen"
2000,8,"Maschwanden","Altöl",0,"Tonnen"
2000,8,"Maschwanden","Grubengut",0,"Tonnen"
2021,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",823,"Tonnen"
2021,9,"Mettmenstetten","Biogene Abfälle",847,"Tonnen"
2021,9,"Mettmenstetten","Papier",87,"Tonnen"
2021,9,"Mettmenstetten","Karton",27,"Tonnen"
2021,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2021,9,"Mettmenstetten","Glas",152,"Tonnen"
2021,9,"Mettmenstetten","Metalle",9,"Tonnen"
2021,9,"Mettmenstetten","Textilien",23,"Tonnen"
2021,9,"Mettmenstetten","Kunststoffe",NA,"Tonnen"
2021,9,"Mettmenstetten","Altöl",2,"Tonnen"
2021,9,"Mettmenstetten","Strassenwischgut",21,"Tonnen"
2021,9,"Mettmenstetten","Strassensammlerschlämme",0,"Tonnen"
2021,9,"Mettmenstetten","Grubengut",NA,"Tonnen"
2020,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",806,"Tonnen"
2020,9,"Mettmenstetten","Biogene Abfälle",868,"Tonnen"
2020,9,"Mettmenstetten","Papier",92,"Tonnen"
2020,9,"Mettmenstetten","Karton",24,"Tonnen"
2020,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2020,9,"Mettmenstetten","Glas",160,"Tonnen"
2020,9,"Mettmenstetten","Metalle",8,"Tonnen"
2020,9,"Mettmenstetten","Textilien",24,"Tonnen"
2020,9,"Mettmenstetten","Kunststoffe",0,"Tonnen"
2020,9,"Mettmenstetten","Altöl",1,"Tonnen"
2020,9,"Mettmenstetten","Strassenwischgut",17,"Tonnen"
2020,9,"Mettmenstetten","Strassensammlerschlämme",57,"Tonnen"
2020,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2019,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",730,"Tonnen"
2019,9,"Mettmenstetten","Biogene Abfälle",787,"Tonnen"
2019,9,"Mettmenstetten","Papier",104,"Tonnen"
2019,9,"Mettmenstetten","Karton",39,"Tonnen"
2019,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2019,9,"Mettmenstetten","Glas",125,"Tonnen"
2019,9,"Mettmenstetten","Metalle",7,"Tonnen"
2019,9,"Mettmenstetten","Textilien",23,"Tonnen"
2019,9,"Mettmenstetten","Kunststoffe",NA,"Tonnen"
2019,9,"Mettmenstetten","Altöl",1,"Tonnen"
2019,9,"Mettmenstetten","Strassenwischgut",27,"Tonnen"
2019,9,"Mettmenstetten","Strassensammlerschlämme",105,"Tonnen"
2019,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2018,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",700,"Tonnen"
2018,9,"Mettmenstetten","Biogene Abfälle",738,"Tonnen"
2018,9,"Mettmenstetten","Papier",135,"Tonnen"
2018,9,"Mettmenstetten","Karton",29,"Tonnen"
2018,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2018,9,"Mettmenstetten","Glas",118,"Tonnen"
2018,9,"Mettmenstetten","Metalle",11,"Tonnen"
2018,9,"Mettmenstetten","Textilien",NA,"Tonnen"
2018,9,"Mettmenstetten","Kunststoffe",NA,"Tonnen"
2018,9,"Mettmenstetten","Altöl",2,"Tonnen"
2018,9,"Mettmenstetten","Strassenwischgut",27,"Tonnen"
2018,9,"Mettmenstetten","Strassensammlerschlämme",7,"Tonnen"
2018,9,"Mettmenstetten","Grubengut",NA,"Tonnen"
2017,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",700,"Tonnen"
2017,9,"Mettmenstetten","Biogene Abfälle",778,"Tonnen"
2017,9,"Mettmenstetten","Papier",64,"Tonnen"
2017,9,"Mettmenstetten","Karton",26,"Tonnen"
2017,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,9,"Mettmenstetten","Glas",118,"Tonnen"
2017,9,"Mettmenstetten","Metalle",16,"Tonnen"
2017,9,"Mettmenstetten","Altöl",1,"Tonnen"
2017,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2016,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",691,"Tonnen"
2016,9,"Mettmenstetten","Biogene Abfälle",810,"Tonnen"
2016,9,"Mettmenstetten","Papier",135,"Tonnen"
2016,9,"Mettmenstetten","Karton",19,"Tonnen"
2016,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,9,"Mettmenstetten","Glas",122,"Tonnen"
2016,9,"Mettmenstetten","Metalle",16,"Tonnen"
2016,9,"Mettmenstetten","Altöl",0,"Tonnen"
2016,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2015,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",677,"Tonnen"
2015,9,"Mettmenstetten","Biogene Abfälle",717,"Tonnen"
2015,9,"Mettmenstetten","Papier",157,"Tonnen"
2015,9,"Mettmenstetten","Karton",28,"Tonnen"
2015,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,9,"Mettmenstetten","Glas",114,"Tonnen"
2015,9,"Mettmenstetten","Metalle",11,"Tonnen"
2015,9,"Mettmenstetten","Altöl",1,"Tonnen"
2015,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2014,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",711,"Tonnen"
2014,9,"Mettmenstetten","Biogene Abfälle",779,"Tonnen"
2014,9,"Mettmenstetten","Papier",169,"Tonnen"
2014,9,"Mettmenstetten","Karton",27,"Tonnen"
2014,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,9,"Mettmenstetten","Glas",116,"Tonnen"
2014,9,"Mettmenstetten","Metalle",16,"Tonnen"
2014,9,"Mettmenstetten","Altöl",0,"Tonnen"
2014,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2013,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",733,"Tonnen"
2013,9,"Mettmenstetten","Biogene Abfälle",720,"Tonnen"
2013,9,"Mettmenstetten","Papier",193,"Tonnen"
2013,9,"Mettmenstetten","Karton",28,"Tonnen"
2013,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,9,"Mettmenstetten","Glas",119,"Tonnen"
2013,9,"Mettmenstetten","Metalle",26,"Tonnen"
2013,9,"Mettmenstetten","Altöl",1,"Tonnen"
2013,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2012,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",743,"Tonnen"
2012,9,"Mettmenstetten","Biogene Abfälle",768,"Tonnen"
2012,9,"Mettmenstetten","Papier",187,"Tonnen"
2012,9,"Mettmenstetten","Karton",28,"Tonnen"
2012,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,9,"Mettmenstetten","Glas",122,"Tonnen"
2012,9,"Mettmenstetten","Metalle",28,"Tonnen"
2012,9,"Mettmenstetten","Altöl",1,"Tonnen"
2012,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2011,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",706,"Tonnen"
2011,9,"Mettmenstetten","Biogene Abfälle",716,"Tonnen"
2011,9,"Mettmenstetten","Papier",207,"Tonnen"
2011,9,"Mettmenstetten","Karton",29,"Tonnen"
2011,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,9,"Mettmenstetten","Glas",121,"Tonnen"
2011,9,"Mettmenstetten","Metalle",21,"Tonnen"
2011,9,"Mettmenstetten","Altöl",1,"Tonnen"
2011,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2010,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",694,"Tonnen"
2010,9,"Mettmenstetten","Biogene Abfälle",681,"Tonnen"
2010,9,"Mettmenstetten","Papier",243,"Tonnen"
2010,9,"Mettmenstetten","Karton",30,"Tonnen"
2010,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,9,"Mettmenstetten","Glas",126,"Tonnen"
2010,9,"Mettmenstetten","Metalle",21,"Tonnen"
2010,9,"Mettmenstetten","Altöl",0,"Tonnen"
2010,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2009,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",660,"Tonnen"
2009,9,"Mettmenstetten","Biogene Abfälle",710,"Tonnen"
2009,9,"Mettmenstetten","Papier",200,"Tonnen"
2009,9,"Mettmenstetten","Karton",28,"Tonnen"
2009,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,9,"Mettmenstetten","Glas",127,"Tonnen"
2009,9,"Mettmenstetten","Metalle",28,"Tonnen"
2009,9,"Mettmenstetten","Altöl",1,"Tonnen"
2009,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2008,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",658,"Tonnen"
2008,9,"Mettmenstetten","Biogene Abfälle",0,"Tonnen"
2008,9,"Mettmenstetten","Papier",231,"Tonnen"
2008,9,"Mettmenstetten","Karton",23,"Tonnen"
2008,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,9,"Mettmenstetten","Glas",126,"Tonnen"
2008,9,"Mettmenstetten","Metalle",26,"Tonnen"
2008,9,"Mettmenstetten","Altöl",1,"Tonnen"
2008,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2007,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",625,"Tonnen"
2007,9,"Mettmenstetten","Biogene Abfälle",642,"Tonnen"
2007,9,"Mettmenstetten","Papier",244,"Tonnen"
2007,9,"Mettmenstetten","Karton",31,"Tonnen"
2007,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,9,"Mettmenstetten","Glas",126,"Tonnen"
2007,9,"Mettmenstetten","Metalle",25,"Tonnen"
2007,9,"Mettmenstetten","Altöl",1,"Tonnen"
2007,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2006,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",645,"Tonnen"
2006,9,"Mettmenstetten","Biogene Abfälle",602,"Tonnen"
2006,9,"Mettmenstetten","Papier",260,"Tonnen"
2006,9,"Mettmenstetten","Karton",34,"Tonnen"
2006,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,9,"Mettmenstetten","Glas",101,"Tonnen"
2006,9,"Mettmenstetten","Metalle",31,"Tonnen"
2006,9,"Mettmenstetten","Altöl",2,"Tonnen"
2006,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2005,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",642,"Tonnen"
2005,9,"Mettmenstetten","Biogene Abfälle",611,"Tonnen"
2005,9,"Mettmenstetten","Papier",259,"Tonnen"
2005,9,"Mettmenstetten","Karton",41,"Tonnen"
2005,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,9,"Mettmenstetten","Glas",142,"Tonnen"
2005,9,"Mettmenstetten","Metalle",29,"Tonnen"
2005,9,"Mettmenstetten","Altöl",1,"Tonnen"
2005,9,"Mettmenstetten","Grubengut",0,"Tonnen"
2004,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",596,"Tonnen"
2004,9,"Mettmenstetten","Biogene Abfälle",566,"Tonnen"
2004,9,"Mettmenstetten","Papier",253,"Tonnen"
2004,9,"Mettmenstetten","Karton",37,"Tonnen"
2004,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,9,"Mettmenstetten","Glas",132,"Tonnen"
2004,9,"Mettmenstetten","Metalle",37,"Tonnen"
2004,9,"Mettmenstetten","Altöl",1,"Tonnen"
2004,9,"Mettmenstetten","Grubengut",7,"Tonnen"
2003,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",567,"Tonnen"
2003,9,"Mettmenstetten","Biogene Abfälle",481,"Tonnen"
2003,9,"Mettmenstetten","Papier",261,"Tonnen"
2003,9,"Mettmenstetten","Karton",36,"Tonnen"
2003,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,9,"Mettmenstetten","Glas",126,"Tonnen"
2003,9,"Mettmenstetten","Metalle",40,"Tonnen"
2003,9,"Mettmenstetten","Altöl",2,"Tonnen"
2003,9,"Mettmenstetten","Grubengut",7,"Tonnen"
2002,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",545,"Tonnen"
2002,9,"Mettmenstetten","Biogene Abfälle",350,"Tonnen"
2002,9,"Mettmenstetten","Papier",282,"Tonnen"
2002,9,"Mettmenstetten","Karton",36,"Tonnen"
2002,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,9,"Mettmenstetten","Glas",119,"Tonnen"
2002,9,"Mettmenstetten","Metalle",47,"Tonnen"
2002,9,"Mettmenstetten","Altöl",1,"Tonnen"
2002,9,"Mettmenstetten","Grubengut",9,"Tonnen"
