"Jahr","Gemeinde_Nr","Gemeinde","Abfallart","Wert","Einheit"
2001,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",514,"Tonnen"
2001,9,"Mettmenstetten","Biogene Abfälle",460,"Tonnen"
2001,9,"Mettmenstetten","Papier",314,"Tonnen"
2001,9,"Mettmenstetten","Karton",34,"Tonnen"
2001,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,9,"Mettmenstetten","Glas",92,"Tonnen"
2001,9,"Mettmenstetten","Metalle",50,"Tonnen"
2001,9,"Mettmenstetten","Altöl",2,"Tonnen"
2001,9,"Mettmenstetten","Grubengut",51,"Tonnen"
2000,9,"Mettmenstetten","Brennbare Abfälle und Sperrgut",487,"Tonnen"
2000,9,"Mettmenstetten","Biogene Abfälle",456,"Tonnen"
2000,9,"Mettmenstetten","Papier",310,"Tonnen"
2000,9,"Mettmenstetten","Karton",26,"Tonnen"
2000,9,"Mettmenstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,9,"Mettmenstetten","Glas",90,"Tonnen"
2000,9,"Mettmenstetten","Metalle",37,"Tonnen"
2000,9,"Mettmenstetten","Altöl",2,"Tonnen"
2000,9,"Mettmenstetten","Grubengut",63,"Tonnen"
2021,10,"Obfelden","Brennbare Abfälle und Sperrgut",887,"Tonnen"
2021,10,"Obfelden","Biogene Abfälle",1078,"Tonnen"
2021,10,"Obfelden","Papier",126,"Tonnen"
2021,10,"Obfelden","Karton",60,"Tonnen"
2021,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2021,10,"Obfelden","Glas",163,"Tonnen"
2021,10,"Obfelden","Metalle",25,"Tonnen"
2021,10,"Obfelden","Textilien",37,"Tonnen"
2021,10,"Obfelden","Kunststoffe",NA,"Tonnen"
2021,10,"Obfelden","Altöl",1,"Tonnen"
2021,10,"Obfelden","Strassenwischgut",51,"Tonnen"
2021,10,"Obfelden","Strassensammlerschlämme",31,"Tonnen"
2021,10,"Obfelden","Grubengut",50,"Tonnen"
2020,10,"Obfelden","Brennbare Abfälle und Sperrgut",932,"Tonnen"
2020,10,"Obfelden","Biogene Abfälle",1110,"Tonnen"
2020,10,"Obfelden","Papier",139,"Tonnen"
2020,10,"Obfelden","Karton",65,"Tonnen"
2020,10,"Obfelden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2020,10,"Obfelden","Glas",172,"Tonnen"
2020,10,"Obfelden","Metalle",35,"Tonnen"
2020,10,"Obfelden","Textilien",38,"Tonnen"
2020,10,"Obfelden","Kunststoffe",NA,"Tonnen"
2020,10,"Obfelden","Altöl",1,"Tonnen"
2020,10,"Obfelden","Strassenwischgut",39,"Tonnen"
2020,10,"Obfelden","Strassensammlerschlämme",39,"Tonnen"
2020,10,"Obfelden","Grubengut",52,"Tonnen"
2019,10,"Obfelden","Brennbare Abfälle und Sperrgut",876,"Tonnen"
2019,10,"Obfelden","Biogene Abfälle",1049,"Tonnen"
2019,10,"Obfelden","Papier",156,"Tonnen"
2019,10,"Obfelden","Karton",56,"Tonnen"
2019,10,"Obfelden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2019,10,"Obfelden","Glas",148,"Tonnen"
2019,10,"Obfelden","Metalle",41,"Tonnen"
2019,10,"Obfelden","Textilien",34,"Tonnen"
2019,10,"Obfelden","Kunststoffe",NA,"Tonnen"
2019,10,"Obfelden","Altöl",1,"Tonnen"
2019,10,"Obfelden","Strassenwischgut",47,"Tonnen"
2019,10,"Obfelden","Strassensammlerschlämme",42,"Tonnen"
2019,10,"Obfelden","Grubengut",47,"Tonnen"
2018,10,"Obfelden","Brennbare Abfälle und Sperrgut",859,"Tonnen"
2018,10,"Obfelden","Biogene Abfälle",1011,"Tonnen"
2018,10,"Obfelden","Papier",166,"Tonnen"
2018,10,"Obfelden","Karton",57,"Tonnen"
2018,10,"Obfelden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2018,10,"Obfelden","Glas",154,"Tonnen"
2018,10,"Obfelden","Metalle",30,"Tonnen"
2018,10,"Obfelden","Textilien",36,"Tonnen"
2018,10,"Obfelden","Kunststoffe",NA,"Tonnen"
2018,10,"Obfelden","Altöl",3,"Tonnen"
2018,10,"Obfelden","Strassenwischgut",59,"Tonnen"
2018,10,"Obfelden","Strassensammlerschlämme",40,"Tonnen"
2018,10,"Obfelden","Grubengut",28,"Tonnen"
2017,10,"Obfelden","Brennbare Abfälle und Sperrgut",733,"Tonnen"
2017,10,"Obfelden","Biogene Abfälle",1016,"Tonnen"
2017,10,"Obfelden","Papier",184,"Tonnen"
2017,10,"Obfelden","Karton",55,"Tonnen"
2017,10,"Obfelden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,10,"Obfelden","Glas",151,"Tonnen"
2017,10,"Obfelden","Metalle",35,"Tonnen"
2017,10,"Obfelden","Altöl",0,"Tonnen"
2017,10,"Obfelden","Grubengut",37,"Tonnen"
2016,10,"Obfelden","Brennbare Abfälle und Sperrgut",719,"Tonnen"
2016,10,"Obfelden","Biogene Abfälle",1138,"Tonnen"
2016,10,"Obfelden","Papier",188,"Tonnen"
2016,10,"Obfelden","Karton",57,"Tonnen"
2016,10,"Obfelden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,10,"Obfelden","Glas",153,"Tonnen"
2016,10,"Obfelden","Metalle",29,"Tonnen"
2016,10,"Obfelden","Altöl",0,"Tonnen"
2016,10,"Obfelden","Grubengut",58,"Tonnen"
2015,10,"Obfelden","Brennbare Abfälle und Sperrgut",719,"Tonnen"
2015,10,"Obfelden","Biogene Abfälle",1030,"Tonnen"
2015,10,"Obfelden","Papier",211,"Tonnen"
2015,10,"Obfelden","Karton",57,"Tonnen"
2015,10,"Obfelden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,10,"Obfelden","Glas",156,"Tonnen"
2015,10,"Obfelden","Metalle",32,"Tonnen"
2015,10,"Obfelden","Altöl",0,"Tonnen"
2015,10,"Obfelden","Grubengut",63,"Tonnen"
2014,10,"Obfelden","Brennbare Abfälle und Sperrgut",712,"Tonnen"
2014,10,"Obfelden","Biogene Abfälle",1115,"Tonnen"
2014,10,"Obfelden","Papier",220,"Tonnen"
2014,10,"Obfelden","Karton",57,"Tonnen"
2014,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,10,"Obfelden","Glas",162,"Tonnen"
2014,10,"Obfelden","Metalle",32,"Tonnen"
2014,10,"Obfelden","Altöl",0,"Tonnen"
2014,10,"Obfelden","Grubengut",71,"Tonnen"
2013,10,"Obfelden","Brennbare Abfälle und Sperrgut",762,"Tonnen"
2013,10,"Obfelden","Biogene Abfälle",1036,"Tonnen"
2013,10,"Obfelden","Papier",241,"Tonnen"
2013,10,"Obfelden","Karton",62,"Tonnen"
2013,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,10,"Obfelden","Glas",141,"Tonnen"
2013,10,"Obfelden","Metalle",28,"Tonnen"
2013,10,"Obfelden","Altöl",0,"Tonnen"
2013,10,"Obfelden","Grubengut",80,"Tonnen"
2012,10,"Obfelden","Brennbare Abfälle und Sperrgut",741,"Tonnen"
2012,10,"Obfelden","Biogene Abfälle",1101,"Tonnen"
2012,10,"Obfelden","Papier",241,"Tonnen"
2012,10,"Obfelden","Karton",65,"Tonnen"
2012,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,10,"Obfelden","Glas",171,"Tonnen"
2012,10,"Obfelden","Metalle",25,"Tonnen"
2012,10,"Obfelden","Altöl",1,"Tonnen"
2012,10,"Obfelden","Grubengut",111,"Tonnen"
2011,10,"Obfelden","Brennbare Abfälle und Sperrgut",735,"Tonnen"
2011,10,"Obfelden","Biogene Abfälle",1029,"Tonnen"
2011,10,"Obfelden","Papier",272,"Tonnen"
2011,10,"Obfelden","Karton",63,"Tonnen"
2011,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,10,"Obfelden","Glas",170,"Tonnen"
2011,10,"Obfelden","Metalle",38,"Tonnen"
2011,10,"Obfelden","Altöl",2,"Tonnen"
2011,10,"Obfelden","Grubengut",77,"Tonnen"
2010,10,"Obfelden","Brennbare Abfälle und Sperrgut",714,"Tonnen"
2010,10,"Obfelden","Biogene Abfälle",945,"Tonnen"
2010,10,"Obfelden","Papier",267,"Tonnen"
2010,10,"Obfelden","Karton",63,"Tonnen"
2010,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,10,"Obfelden","Glas",178,"Tonnen"
2010,10,"Obfelden","Metalle",40,"Tonnen"
2010,10,"Obfelden","Altöl",1,"Tonnen"
2010,10,"Obfelden","Grubengut",63,"Tonnen"
2009,10,"Obfelden","Brennbare Abfälle und Sperrgut",702,"Tonnen"
2009,10,"Obfelden","Biogene Abfälle",986,"Tonnen"
2009,10,"Obfelden","Papier",206,"Tonnen"
2009,10,"Obfelden","Karton",42,"Tonnen"
2009,10,"Obfelden","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,10,"Obfelden","Glas",179,"Tonnen"
2009,10,"Obfelden","Metalle",41,"Tonnen"
2009,10,"Obfelden","Altöl",1,"Tonnen"
2009,10,"Obfelden","Grubengut",0,"Tonnen"
2008,10,"Obfelden","Brennbare Abfälle und Sperrgut",662,"Tonnen"
2008,10,"Obfelden","Biogene Abfälle",0,"Tonnen"
2008,10,"Obfelden","Papier",292,"Tonnen"
2008,10,"Obfelden","Karton",51,"Tonnen"
2008,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,10,"Obfelden","Glas",177,"Tonnen"
2008,10,"Obfelden","Metalle",37,"Tonnen"
2008,10,"Obfelden","Altöl",1,"Tonnen"
2008,10,"Obfelden","Grubengut",0,"Tonnen"
2007,10,"Obfelden","Brennbare Abfälle und Sperrgut",1528,"Tonnen"
2007,10,"Obfelden","Biogene Abfälle",0,"Tonnen"
2007,10,"Obfelden","Papier",284,"Tonnen"
2007,10,"Obfelden","Karton",63,"Tonnen"
2007,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,10,"Obfelden","Glas",178,"Tonnen"
2007,10,"Obfelden","Metalle",36,"Tonnen"
2007,10,"Obfelden","Altöl",1,"Tonnen"
2007,10,"Obfelden","Grubengut",0,"Tonnen"
2006,10,"Obfelden","Brennbare Abfälle und Sperrgut",732,"Tonnen"
2006,10,"Obfelden","Biogene Abfälle",876,"Tonnen"
2006,10,"Obfelden","Papier",295,"Tonnen"
2006,10,"Obfelden","Karton",66,"Tonnen"
2006,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,10,"Obfelden","Glas",203,"Tonnen"
2006,10,"Obfelden","Metalle",40,"Tonnen"
2006,10,"Obfelden","Altöl",1,"Tonnen"
2006,10,"Obfelden","Grubengut",0,"Tonnen"
2005,10,"Obfelden","Brennbare Abfälle und Sperrgut",727,"Tonnen"
2005,10,"Obfelden","Biogene Abfälle",877,"Tonnen"
2005,10,"Obfelden","Papier",289,"Tonnen"
2005,10,"Obfelden","Karton",67,"Tonnen"
2005,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,10,"Obfelden","Glas",175,"Tonnen"
2005,10,"Obfelden","Metalle",43,"Tonnen"
2005,10,"Obfelden","Altöl",2,"Tonnen"
2005,10,"Obfelden","Grubengut",0,"Tonnen"
2004,10,"Obfelden","Brennbare Abfälle und Sperrgut",601,"Tonnen"
2004,10,"Obfelden","Biogene Abfälle",820,"Tonnen"
2004,10,"Obfelden","Papier",265,"Tonnen"
2004,10,"Obfelden","Karton",62,"Tonnen"
2004,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,10,"Obfelden","Glas",160,"Tonnen"
2004,10,"Obfelden","Metalle",45,"Tonnen"
2004,10,"Obfelden","Altöl",3,"Tonnen"
2004,10,"Obfelden","Grubengut",213,"Tonnen"
2003,10,"Obfelden","Brennbare Abfälle und Sperrgut",643,"Tonnen"
2003,10,"Obfelden","Biogene Abfälle",690,"Tonnen"
2003,10,"Obfelden","Papier",270,"Tonnen"
2003,10,"Obfelden","Karton",61,"Tonnen"
2003,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,10,"Obfelden","Glas",160,"Tonnen"
2003,10,"Obfelden","Metalle",47,"Tonnen"
2003,10,"Obfelden","Altöl",3,"Tonnen"
2003,10,"Obfelden","Grubengut",162,"Tonnen"
2002,10,"Obfelden","Brennbare Abfälle und Sperrgut",729,"Tonnen"
2002,10,"Obfelden","Biogene Abfälle",215,"Tonnen"
2002,10,"Obfelden","Papier",300,"Tonnen"
2002,10,"Obfelden","Karton",53,"Tonnen"
2002,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,10,"Obfelden","Glas",140,"Tonnen"
2002,10,"Obfelden","Metalle",63,"Tonnen"
2002,10,"Obfelden","Altöl",3,"Tonnen"
2002,10,"Obfelden","Grubengut",85,"Tonnen"
2001,10,"Obfelden","Brennbare Abfälle und Sperrgut",709,"Tonnen"
2001,10,"Obfelden","Biogene Abfälle",220,"Tonnen"
2001,10,"Obfelden","Papier",310,"Tonnen"
2001,10,"Obfelden","Karton",60,"Tonnen"
2001,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,10,"Obfelden","Glas",180,"Tonnen"
2001,10,"Obfelden","Metalle",56,"Tonnen"
2001,10,"Obfelden","Altöl",3,"Tonnen"
2001,10,"Obfelden","Grubengut",100,"Tonnen"
2000,10,"Obfelden","Brennbare Abfälle und Sperrgut",705,"Tonnen"
2000,10,"Obfelden","Biogene Abfälle",350,"Tonnen"
2000,10,"Obfelden","Papier",326,"Tonnen"
2000,10,"Obfelden","Karton",58,"Tonnen"
2000,10,"Obfelden","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,10,"Obfelden","Glas",185,"Tonnen"
2000,10,"Obfelden","Metalle",48,"Tonnen"
2000,10,"Obfelden","Altöl",2,"Tonnen"
2000,10,"Obfelden","Grubengut",45,"Tonnen"
2021,11,"Ottenbach","Brennbare Abfälle und Sperrgut",423,"Tonnen"
2021,11,"Ottenbach","Biogene Abfälle",637,"Tonnen"
2021,11,"Ottenbach","Papier",70,"Tonnen"
2021,11,"Ottenbach","Karton",25,"Tonnen"
2021,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2021,11,"Ottenbach","Glas",63,"Tonnen"
2021,11,"Ottenbach","Metalle",3,"Tonnen"
2021,11,"Ottenbach","Textilien",NA,"Tonnen"
2021,11,"Ottenbach","Kunststoffe",NA,"Tonnen"
2021,11,"Ottenbach","Altöl",1,"Tonnen"
2021,11,"Ottenbach","Strassenwischgut",8,"Tonnen"
2021,11,"Ottenbach","Strassensammlerschlämme",0,"Tonnen"
2021,11,"Ottenbach","Grubengut",0,"Tonnen"
2020,11,"Ottenbach","Brennbare Abfälle und Sperrgut",449,"Tonnen"
2020,11,"Ottenbach","Biogene Abfälle",668,"Tonnen"
2020,11,"Ottenbach","Papier",54,"Tonnen"
2020,11,"Ottenbach","Karton",16,"Tonnen"
2020,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",31,"Tonnen"
2020,11,"Ottenbach","Glas",63,"Tonnen"
2020,11,"Ottenbach","Metalle",5,"Tonnen"
2020,11,"Ottenbach","Textilien",NA,"Tonnen"
2020,11,"Ottenbach","Kunststoffe",NA,"Tonnen"
2020,11,"Ottenbach","Altöl",2,"Tonnen"
2020,11,"Ottenbach","Strassenwischgut",11,"Tonnen"
2020,11,"Ottenbach","Strassensammlerschlämme",0,"Tonnen"
2020,11,"Ottenbach","Grubengut",0,"Tonnen"
2019,11,"Ottenbach","Brennbare Abfälle und Sperrgut",439,"Tonnen"
2019,11,"Ottenbach","Biogene Abfälle",642,"Tonnen"
2019,11,"Ottenbach","Papier",88,"Tonnen"
2019,11,"Ottenbach","Karton",22,"Tonnen"
2019,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2019,11,"Ottenbach","Glas",55,"Tonnen"
2019,11,"Ottenbach","Metalle",5,"Tonnen"
2019,11,"Ottenbach","Textilien",NA,"Tonnen"
2019,11,"Ottenbach","Kunststoffe",NA,"Tonnen"
2019,11,"Ottenbach","Altöl",1,"Tonnen"
2019,11,"Ottenbach","Strassenwischgut",9,"Tonnen"
2019,11,"Ottenbach","Strassensammlerschlämme",0,"Tonnen"
2019,11,"Ottenbach","Grubengut",0,"Tonnen"
2018,11,"Ottenbach","Brennbare Abfälle und Sperrgut",425,"Tonnen"
2018,11,"Ottenbach","Biogene Abfälle",566,"Tonnen"
2018,11,"Ottenbach","Papier",101,"Tonnen"
2018,11,"Ottenbach","Karton",22,"Tonnen"
2018,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2018,11,"Ottenbach","Glas",62,"Tonnen"
2018,11,"Ottenbach","Metalle",24,"Tonnen"
2018,11,"Ottenbach","Textilien",NA,"Tonnen"
2018,11,"Ottenbach","Kunststoffe",NA,"Tonnen"
2018,11,"Ottenbach","Altöl",1,"Tonnen"
2018,11,"Ottenbach","Strassenwischgut",8,"Tonnen"
2018,11,"Ottenbach","Strassensammlerschlämme",0,"Tonnen"
2018,11,"Ottenbach","Grubengut",0,"Tonnen"
2017,11,"Ottenbach","Brennbare Abfälle und Sperrgut",336,"Tonnen"
2017,11,"Ottenbach","Biogene Abfälle",624,"Tonnen"
2017,11,"Ottenbach","Papier",111,"Tonnen"
2017,11,"Ottenbach","Karton",25,"Tonnen"
2017,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,11,"Ottenbach","Glas",61,"Tonnen"
2017,11,"Ottenbach","Metalle",24,"Tonnen"
2017,11,"Ottenbach","Altöl",1,"Tonnen"
2017,11,"Ottenbach","Grubengut",0,"Tonnen"
2016,11,"Ottenbach","Brennbare Abfälle und Sperrgut",300,"Tonnen"
2016,11,"Ottenbach","Biogene Abfälle",672,"Tonnen"
2016,11,"Ottenbach","Papier",119,"Tonnen"
2016,11,"Ottenbach","Karton",27,"Tonnen"
2016,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,11,"Ottenbach","Glas",64,"Tonnen"
2016,11,"Ottenbach","Metalle",28,"Tonnen"
2016,11,"Ottenbach","Altöl",1,"Tonnen"
2016,11,"Ottenbach","Grubengut",0,"Tonnen"
2015,11,"Ottenbach","Brennbare Abfälle und Sperrgut",278,"Tonnen"
2015,11,"Ottenbach","Biogene Abfälle",642,"Tonnen"
2015,11,"Ottenbach","Papier",114,"Tonnen"
2015,11,"Ottenbach","Karton",24,"Tonnen"
2015,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,11,"Ottenbach","Glas",69,"Tonnen"
2015,11,"Ottenbach","Metalle",27,"Tonnen"
2015,11,"Ottenbach","Altöl",0,"Tonnen"
2015,11,"Ottenbach","Grubengut",0,"Tonnen"
2014,11,"Ottenbach","Brennbare Abfälle und Sperrgut",264,"Tonnen"
2014,11,"Ottenbach","Biogene Abfälle",668,"Tonnen"
2014,11,"Ottenbach","Papier",128,"Tonnen"
2014,11,"Ottenbach","Karton",24,"Tonnen"
2014,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,11,"Ottenbach","Glas",71,"Tonnen"
2014,11,"Ottenbach","Metalle",23,"Tonnen"
2014,11,"Ottenbach","Altöl",2,"Tonnen"
2014,11,"Ottenbach","Grubengut",0,"Tonnen"
2013,11,"Ottenbach","Brennbare Abfälle und Sperrgut",296,"Tonnen"
2013,11,"Ottenbach","Biogene Abfälle",633,"Tonnen"
2013,11,"Ottenbach","Papier",136,"Tonnen"
2013,11,"Ottenbach","Karton",26,"Tonnen"
2013,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,11,"Ottenbach","Glas",74,"Tonnen"
2013,11,"Ottenbach","Metalle",28,"Tonnen"
2013,11,"Ottenbach","Altöl",1,"Tonnen"
2013,11,"Ottenbach","Grubengut",0,"Tonnen"
2012,11,"Ottenbach","Brennbare Abfälle und Sperrgut",299,"Tonnen"
2012,11,"Ottenbach","Biogene Abfälle",658,"Tonnen"
2012,11,"Ottenbach","Papier",152,"Tonnen"
2012,11,"Ottenbach","Karton",27,"Tonnen"
2012,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,11,"Ottenbach","Glas",75,"Tonnen"
2012,11,"Ottenbach","Metalle",33,"Tonnen"
2012,11,"Ottenbach","Altöl",1,"Tonnen"
2012,11,"Ottenbach","Grubengut",0,"Tonnen"
2011,11,"Ottenbach","Brennbare Abfälle und Sperrgut",284,"Tonnen"
2011,11,"Ottenbach","Biogene Abfälle",624,"Tonnen"
2011,11,"Ottenbach","Papier",156,"Tonnen"
2011,11,"Ottenbach","Karton",27,"Tonnen"
2011,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,11,"Ottenbach","Glas",75,"Tonnen"
2011,11,"Ottenbach","Metalle",23,"Tonnen"
2011,11,"Ottenbach","Altöl",1,"Tonnen"
2011,11,"Ottenbach","Grubengut",0,"Tonnen"
2010,11,"Ottenbach","Brennbare Abfälle und Sperrgut",298,"Tonnen"
2010,11,"Ottenbach","Biogene Abfälle",608,"Tonnen"
2010,11,"Ottenbach","Papier",160,"Tonnen"
2010,11,"Ottenbach","Karton",24,"Tonnen"
2010,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,11,"Ottenbach","Glas",79,"Tonnen"
2010,11,"Ottenbach","Metalle",37,"Tonnen"
2010,11,"Ottenbach","Altöl",1,"Tonnen"
2010,11,"Ottenbach","Grubengut",0,"Tonnen"
2009,11,"Ottenbach","Brennbare Abfälle und Sperrgut",313,"Tonnen"
2009,11,"Ottenbach","Biogene Abfälle",626,"Tonnen"
2009,11,"Ottenbach","Papier",165,"Tonnen"
2009,11,"Ottenbach","Karton",23,"Tonnen"
2009,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,11,"Ottenbach","Glas",77,"Tonnen"
2009,11,"Ottenbach","Metalle",33,"Tonnen"
2009,11,"Ottenbach","Altöl",0,"Tonnen"
2009,11,"Ottenbach","Grubengut",0,"Tonnen"
2008,11,"Ottenbach","Brennbare Abfälle und Sperrgut",334,"Tonnen"
2008,11,"Ottenbach","Biogene Abfälle",920,"Tonnen"
2008,11,"Ottenbach","Papier",167,"Tonnen"
2008,11,"Ottenbach","Karton",22,"Tonnen"
2008,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,11,"Ottenbach","Glas",72,"Tonnen"
2008,11,"Ottenbach","Metalle",19,"Tonnen"
2008,11,"Ottenbach","Altöl",1,"Tonnen"
2008,11,"Ottenbach","Grubengut",0,"Tonnen"
2007,11,"Ottenbach","Brennbare Abfälle und Sperrgut",353,"Tonnen"
2007,11,"Ottenbach","Biogene Abfälle",541,"Tonnen"
2007,11,"Ottenbach","Papier",169,"Tonnen"
2007,11,"Ottenbach","Karton",22,"Tonnen"
2007,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,11,"Ottenbach","Glas",73,"Tonnen"
2007,11,"Ottenbach","Metalle",29,"Tonnen"
2007,11,"Ottenbach","Altöl",1,"Tonnen"
2007,11,"Ottenbach","Grubengut",0,"Tonnen"
2006,11,"Ottenbach","Brennbare Abfälle und Sperrgut",382,"Tonnen"
2006,11,"Ottenbach","Biogene Abfälle",513,"Tonnen"
2006,11,"Ottenbach","Papier",169,"Tonnen"
2006,11,"Ottenbach","Karton",23,"Tonnen"
2006,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,11,"Ottenbach","Glas",65,"Tonnen"
2006,11,"Ottenbach","Metalle",29,"Tonnen"
2006,11,"Ottenbach","Altöl",0,"Tonnen"
2006,11,"Ottenbach","Grubengut",0,"Tonnen"
2005,11,"Ottenbach","Brennbare Abfälle und Sperrgut",356,"Tonnen"
2005,11,"Ottenbach","Biogene Abfälle",503,"Tonnen"
2005,11,"Ottenbach","Papier",169,"Tonnen"
2005,11,"Ottenbach","Karton",23,"Tonnen"
2005,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,11,"Ottenbach","Glas",61,"Tonnen"
2005,11,"Ottenbach","Metalle",29,"Tonnen"
2005,11,"Ottenbach","Altöl",1,"Tonnen"
2005,11,"Ottenbach","Grubengut",0,"Tonnen"
2004,11,"Ottenbach","Brennbare Abfälle und Sperrgut",262,"Tonnen"
2004,11,"Ottenbach","Biogene Abfälle",468,"Tonnen"
2004,11,"Ottenbach","Papier",174,"Tonnen"
2004,11,"Ottenbach","Karton",21,"Tonnen"
2004,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,11,"Ottenbach","Glas",72,"Tonnen"
2004,11,"Ottenbach","Metalle",36,"Tonnen"
2004,11,"Ottenbach","Altöl",1,"Tonnen"
2004,11,"Ottenbach","Grubengut",25,"Tonnen"
2003,11,"Ottenbach","Brennbare Abfälle und Sperrgut",327,"Tonnen"
2003,11,"Ottenbach","Biogene Abfälle",421,"Tonnen"
2003,11,"Ottenbach","Papier",161,"Tonnen"
2003,11,"Ottenbach","Karton",23,"Tonnen"
2003,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,11,"Ottenbach","Glas",64,"Tonnen"
2003,11,"Ottenbach","Metalle",45,"Tonnen"
2003,11,"Ottenbach","Altöl",1,"Tonnen"
2003,11,"Ottenbach","Grubengut",16,"Tonnen"
2002,11,"Ottenbach","Brennbare Abfälle und Sperrgut",367,"Tonnen"
2002,11,"Ottenbach","Biogene Abfälle",440,"Tonnen"
2002,11,"Ottenbach","Papier",161,"Tonnen"
2002,11,"Ottenbach","Karton",20,"Tonnen"
2002,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,11,"Ottenbach","Glas",59,"Tonnen"
2002,11,"Ottenbach","Metalle",43,"Tonnen"
2002,11,"Ottenbach","Altöl",1,"Tonnen"
2002,11,"Ottenbach","Grubengut",18,"Tonnen"
2001,11,"Ottenbach","Brennbare Abfälle und Sperrgut",357,"Tonnen"
2001,11,"Ottenbach","Biogene Abfälle",418,"Tonnen"
2001,11,"Ottenbach","Papier",176,"Tonnen"
2001,11,"Ottenbach","Karton",20,"Tonnen"
2001,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,11,"Ottenbach","Glas",70,"Tonnen"
2001,11,"Ottenbach","Metalle",43,"Tonnen"
2001,11,"Ottenbach","Altöl",1,"Tonnen"
2001,11,"Ottenbach","Grubengut",22,"Tonnen"
2000,11,"Ottenbach","Brennbare Abfälle und Sperrgut",366,"Tonnen"
2000,11,"Ottenbach","Biogene Abfälle",401,"Tonnen"
2000,11,"Ottenbach","Papier",180,"Tonnen"
2000,11,"Ottenbach","Karton",15,"Tonnen"
2000,11,"Ottenbach","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,11,"Ottenbach","Glas",70,"Tonnen"
2000,11,"Ottenbach","Metalle",40,"Tonnen"
2000,11,"Ottenbach","Altöl",3,"Tonnen"
2000,11,"Ottenbach","Grubengut",27,"Tonnen"
2021,12,"Rifferswil","Brennbare Abfälle und Sperrgut",244,"Tonnen"
2021,12,"Rifferswil","Biogene Abfälle",246,"Tonnen"
2021,12,"Rifferswil","Papier",37,"Tonnen"
